,Player,<5Ft FGM,<5 Ft FGA,<5 Ft FG%,5-9 Ft GM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year,All_Team,Pos
1964,Pete Chilcutt,4.4,6.8,0.643,1.0,2.8,0.357,0.7,2.3,0.318,1.5,3.4,0.429,1.1,2.8,0.404,0.4,1.6,0.23,1999,0.0,PF
1965,Pete Chilcutt,4.4,6.8,0.643,1.0,2.8,0.357,0.7,2.3,0.318,1.5,3.4,0.429,1.1,2.8,0.404,0.4,1.6,0.23,1999,0.0,PF
1966,Pete Chilcutt,4.4,6.8,0.643,1.0,2.8,0.357,0.7,2.3,0.318,1.5,3.4,0.429,1.1,2.8,0.404,0.4,1.6,0.23,1999,0.0,PF
1967,Pete Chilcutt,4.4,6.8,0.643,1.0,2.8,0.357,0.7,2.3,0.318,1.5,3.4,0.429,1.1,2.8,0.404,0.4,1.6,0.23,1999,0.0,PF
1968,Popeye Jones,2.8,4.2,0.669,0.8,2.4,0.359,0.5,1.7,0.291,1.3,3.5,0.363,0.9,2.6,0.358,0.5,1.7,0.292,1999,0.0,PF
1969,Quincy Lewis,2.8,5.1,0.546,0.9,2.5,0.36,0.7,2.0,0.356,1.6,4.2,0.386,1.8,4.4,0.41,0.5,1.5,0.345,1999,0.0,SG
1970,Raef LaFrentz,10.7,18.1,0.59,2.7,7.2,0.37,2.1,5.9,0.357,4.5,10.9,0.414,2.9,7.2,0.402,1.3,3.8,0.33899999999999997,1999,0.0,C
1971,Rafer Alston,4.0,6.6,0.605,0.7,1.8,0.404,1.1,3.2,0.333,2.1,4.8,0.444,1.7,3.4,0.511,1.0,2.7,0.365,1999,0.0,PG
1972,Randell Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1999,0.0,PF
1973,Randy Brown,10.0,16.1,0.621,2.1,4.6,0.45,2.1,5.3,0.394,3.4,8.3,0.413,2.9,7.1,0.411,1.1,3.5,0.307,1999,0.0,PG
1974,Randy Livingston,4.0,7.3,0.55,1.0,2.6,0.383,1.1,2.9,0.39,1.9,5.2,0.367,1.4,3.9,0.362,0.5,1.9,0.263,1999,0.0,PG
1975,Rashard Lewis,6.4,11.0,0.581,1.6,4.4,0.355,1.2,3.5,0.336,2.9,6.8,0.431,1.9,5.2,0.375,1.1,3.1,0.36,1999,0.0,SF
1976,Rasheed Wallace,10.1,18.7,0.542,2.2,6.1,0.364,2.4,6.3,0.376,4.3,10.6,0.407,4.5,12.2,0.366,1.3,3.7,0.354,1999,0.0,PF
1977,Rasho Nesterovic,6.4,11.4,0.561,1.8,4.9,0.377,1.5,3.5,0.415,3.0,8.0,0.381,2.0,5.0,0.406,1.0,3.0,0.348,1999,0.0,C
1978,Ray Allen,11.8,20.4,0.58,2.5,6.6,0.379,3.4,8.9,0.382,4.6,11.4,0.401,3.9,8.9,0.436,2.4,6.6,0.366,1999,0.0,SG
1979,Reggie Jordan,1.8,3.4,0.545,0.6,1.7,0.375,0.6,1.8,0.354,0.8,2.9,0.291,0.8,2.3,0.344,0.5,1.6,0.289,1999,0.0,PG
1980,Reggie Miller,12.8,22.2,0.5770000000000001,3.9,10.1,0.385,3.6,9.0,0.402,5.1,12.4,0.411,2.9,7.7,0.374,1.6,4.6,0.341,1999,0.0,SG
1981,Rex Chapman,5.5,9.3,0.5920000000000001,1.5,3.8,0.397,1.5,3.9,0.383,2.6,7.0,0.373,2.1,5.5,0.384,0.7,2.1,0.349,1999,0.0,SG
1982,Rex Walters,2.9,6.1,0.478,0.8,2.3,0.366,0.9,2.9,0.318,1.5,4.1,0.377,1.5,3.6,0.412,0.5,1.7,0.28600000000000003,1999,0.0,PG
1983,Richard Hamilton,6.5,10.5,0.612,1.3,4.0,0.314,1.7,4.3,0.383,2.5,6.3,0.396,1.8,3.9,0.464,1.1,2.9,0.36700000000000005,1999,0.0,SG
1984,Rick Brunson,2.0,3.7,0.544,0.5,1.8,0.306,0.6,2.0,0.308,1.0,2.8,0.351,1.3,3.0,0.442,0.5,1.4,0.36700000000000005,1999,0.0,PG
1985,Rick Fox,4.5,7.8,0.579,1.4,4.0,0.345,1.4,4.6,0.3,2.3,6.5,0.359,1.3,3.6,0.377,1.2,3.2,0.35600000000000004,1999,0.0,SF
1986,Rick Hughes,4.2,7.1,0.597,0.7,1.7,0.433,0.8,2.4,0.317,1.7,4.4,0.386,1.4,3.9,0.352,0.5,1.5,0.321,1999,0.0,PF
1987,Ricky Davis,4.8,8.0,0.597,1.1,2.8,0.409,0.8,2.5,0.324,1.6,3.8,0.415,1.7,3.7,0.453,0.9,2.1,0.457,1999,0.0,SG
1988,Rik Smits,8.8,15.0,0.588,2.5,6.5,0.375,2.2,5.4,0.413,3.6,8.7,0.416,1.9,4.9,0.393,1.0,2.9,0.358,1999,0.0,C
1989,Robert Horry,5.9,10.4,0.5720000000000001,1.6,4.9,0.322,1.8,5.7,0.317,2.9,7.8,0.366,1.7,4.9,0.348,1.2,4.0,0.311,1999,0.0,PF
1990,Robert Pack,10.0,16.0,0.626,1.4,5.0,0.292,1.6,4.1,0.383,3.8,7.9,0.483,2.5,6.1,0.401,1.0,3.5,0.275,1999,0.0,PG
1991,Robert Traylor,3.3,5.6,0.584,0.8,1.7,0.462,1.3,3.0,0.447,1.6,3.6,0.43,1.4,2.9,0.486,0.8,1.7,0.441,1999,0.0,PF
1992,Rod Strickland,11.7,18.5,0.63,2.1,6.2,0.344,2.6,7.2,0.366,4.6,11.4,0.405,3.0,6.7,0.451,1.5,4.2,0.35100000000000003,1999,0.0,PG
1993,Rodney Buford,2.8,5.1,0.54,0.9,2.1,0.424,1.2,3.1,0.404,1.6,4.4,0.364,1.5,3.3,0.445,0.3,1.5,0.235,1999,0.0,SG
1994,Rodney Rogers,8.0,14.6,0.546,2.1,5.6,0.37,1.7,4.9,0.348,3.3,9.8,0.34,3.0,8.7,0.348,0.9,2.9,0.305,1999,0.0,PF
1995,Rodrick Rhodes,7.0,8.0,0.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.5,0.0,0.0,0.0,1999,0.0,SF
1996,Ron Harper,6.9,11.8,0.588,2.0,5.8,0.346,2.8,7.4,0.375,3.7,9.6,0.386,2.3,5.8,0.396,1.3,4.0,0.32899999999999996,1999,0.0,PG
1997,Ron Mercer,12.6,21.3,0.593,2.8,7.8,0.363,2.6,6.8,0.385,4.7,12.4,0.377,3.5,9.0,0.385,1.3,3.9,0.327,1999,0.0,SG
1998,Ron Mercer,12.6,21.3,0.593,2.8,7.8,0.363,2.6,6.8,0.385,4.7,12.4,0.377,3.5,9.0,0.385,1.3,3.9,0.327,1999,0.0,SG
1999,Ron Mercer,12.6,21.3,0.593,2.8,7.8,0.363,2.6,6.8,0.385,4.7,12.4,0.377,3.5,9.0,0.385,1.3,3.9,0.327,1999,0.0,SG
2000,Roshown McLeod,7.2,12.0,0.598,1.7,4.9,0.349,2.1,5.2,0.405,2.8,6.9,0.405,1.8,4.5,0.391,0.8,2.4,0.319,1999,0.0,SF
2001,Roy Rogers,3.1,5.6,0.563,0.6,2.1,0.3,0.6,1.8,0.362,1.7,3.8,0.446,0.7,2.1,0.329,0.5,1.6,0.311,1999,0.0,PF
2002,Ruben Patterson,9.5,15.5,0.612,2.0,5.6,0.355,1.8,5.0,0.359,4.5,10.1,0.44,2.3,6.1,0.369,1.3,4.1,0.315,1999,0.0,SF
2003,Rusty LaRue,10.0,16.5,0.606,1.3,3.3,0.385,1.5,3.8,0.4,6.5,14.0,0.464,4.3,10.5,0.405,0.3,3.8,0.067,1999,0.0,PG
2004,Ryan Bowen,3.6,5.9,0.614,0.7,2.3,0.31,1.0,2.4,0.396,1.8,4.3,0.409,0.8,2.6,0.328,0.6,1.7,0.359,1999,0.0,SF
2005,Ryan Robertson,8.0,16.0,0.5,2.0,4.0,0.5,1.0,3.0,0.333,5.0,11.0,0.455,3.0,7.0,0.429,0.0,1.0,0.0,1999,0.0,SG
2006,Ryan Stack,2.4,4.3,0.546,0.8,1.8,0.464,0.4,2.1,0.216,1.3,3.4,0.375,1.3,3.3,0.394,0.4,1.4,0.261,1999,0.0,PF
2007,Sam Cassell,11.2,19.5,0.573,2.4,6.7,0.363,3.2,8.4,0.388,4.6,11.1,0.41,3.8,8.6,0.446,2.1,5.9,0.358,1999,0.0,PG
2008,Sam Jacobson,4.5,7.0,0.652,1.0,2.6,0.38,1.0,2.5,0.407,2.1,4.6,0.453,1.4,3.5,0.415,0.8,2.1,0.37200000000000005,1999,0.0,PG
2009,Sam Jacobson,4.5,7.0,0.652,1.0,2.6,0.38,1.0,2.5,0.407,2.1,4.6,0.453,1.4,3.5,0.415,0.8,2.1,0.37200000000000005,1999,0.0,PG
2010,Sam Jacobson,4.5,7.0,0.652,1.0,2.6,0.38,1.0,2.5,0.407,2.1,4.6,0.453,1.4,3.5,0.415,0.8,2.1,0.37200000000000005,1999,0.0,PG
2011,Sam Mack,5.3,8.5,0.622,0.7,2.2,0.302,1.6,3.3,0.482,2.1,5.2,0.408,1.5,4.1,0.363,0.9,2.3,0.395,1999,0.0,SF
2012,Sam Mitchell,5.8,10.1,0.574,1.5,4.0,0.374,1.1,3.0,0.367,3.0,7.6,0.396,2.0,4.7,0.418,1.1,2.8,0.386,1999,0.0,SF
2013,Sam Perkins,5.8,9.9,0.583,2.0,5.3,0.372,2.0,5.1,0.394,2.4,6.2,0.39,1.4,4.0,0.351,0.9,2.7,0.321,1999,0.0,PF
2014,Samaki Walker,4.5,7.7,0.594,1.4,3.7,0.388,1.3,3.5,0.367,1.9,5.0,0.382,1.1,3.2,0.341,0.6,2.1,0.298,1999,0.0,PF
2015,Scot Pollard,5.5,9.0,0.617,1.7,4.8,0.35,1.5,3.7,0.394,2.4,6.3,0.392,2.0,4.9,0.401,0.4,1.4,0.268,1999,0.0,C
2016,Scott Burrell,6.1,10.2,0.593,1.4,3.8,0.376,1.2,3.5,0.344,2.3,5.9,0.397,1.7,4.7,0.367,0.8,2.1,0.37200000000000005,1999,0.0,SF
2017,Scott Padgett,2.5,4.8,0.518,0.7,1.9,0.389,0.8,2.1,0.386,1.4,3.4,0.408,1.4,3.3,0.424,0.4,1.9,0.23399999999999999,1999,0.0,PF
2018,Scott Williams,6.7,11.4,0.588,1.4,4.0,0.364,2.0,5.1,0.388,3.1,7.6,0.412,2.3,4.8,0.489,1.5,4.3,0.345,1999,0.0,C
2019,Scottie Pippen,10.0,17.9,0.556,2.1,5.8,0.368,2.3,5.9,0.388,4.3,10.5,0.412,4.3,11.9,0.361,1.2,3.5,0.34,1999,2.0,SF
2020,Sean Elliott,5.5,9.9,0.5529999999999999,1.9,4.6,0.409,2.6,5.5,0.465,2.8,7.8,0.362,1.6,5.3,0.31,0.7,2.6,0.267,1999,0.0,SF
2021,Sean Marks,1.8,2.2,0.818,0.5,0.5,1.0,0.3,0.7,0.5,0.3,0.5,0.5,0.0,0.8,0.0,0.5,0.5,1.0,1999,0.0,PF
2022,Sean Rooks,5.3,8.7,0.613,1.1,3.0,0.349,1.2,3.3,0.371,1.9,4.5,0.419,1.5,4.0,0.374,0.6,1.9,0.31,1999,0.0,C
2023,Shammond Williams,4.1,7.2,0.575,1.1,3.8,0.291,1.1,2.8,0.388,1.7,5.1,0.328,1.8,4.2,0.424,0.8,2.3,0.366,1999,0.0,PG
2024,Shandon Anderson,11.7,19.6,0.597,2.9,8.0,0.361,3.0,7.4,0.405,5.2,12.5,0.415,3.7,8.9,0.416,1.0,3.0,0.331,1999,0.0,SF
2025,Shaquille O'Neal,10.3,18.2,0.5670000000000001,3.1,9.3,0.333,4.2,11.8,0.357,6.1,15.6,0.387,3.3,8.7,0.38,2.1,6.2,0.33299999999999996,1999,2.0,C
2026,Shareef Abdur-Rahim,14.8,23.6,0.627,3.2,8.0,0.395,3.2,8.2,0.392,5.7,12.7,0.45,3.2,9.3,0.347,1.4,4.0,0.35200000000000004,1999,0.0,SF
2027,Shawn Bradley,7.3,13.5,0.542,1.6,4.8,0.333,2.2,6.1,0.361,4.4,10.4,0.422,2.8,7.1,0.396,0.8,2.8,0.27899999999999997,1999,0.0,C
2028,Shawn Kemp,10.2,17.3,0.589,1.8,4.9,0.363,2.6,6.7,0.382,4.2,11.3,0.373,3.6,8.6,0.417,0.9,2.9,0.319,1999,0.0,C
2029,Shawn Marion,7.6,13.6,0.562,1.7,4.8,0.344,2.3,5.8,0.399,3.4,9.2,0.372,2.5,6.3,0.401,0.6,2.4,0.258,1999,0.0,SF
2030,Sherman Douglas,5.3,8.7,0.613,1.0,3.1,0.327,1.2,2.7,0.451,2.3,5.6,0.411,1.6,3.7,0.419,0.6,1.7,0.355,1999,0.0,PG
2031,Stacey Augmon,4.0,6.8,0.581,0.8,2.3,0.345,0.8,2.0,0.382,1.2,3.5,0.349,1.9,4.4,0.427,0.6,1.5,0.38,1999,0.0,SG
2032,Stanley Roberts,4.2,6.0,0.7,0.8,2.6,0.308,1.2,3.2,0.375,0.4,2.0,0.2,1.0,2.0,0.5,0.8,2.2,0.364,1999,0.0,C
2033,Stephon Marbury,14.7,24.2,0.608,2.9,7.8,0.373,2.7,7.5,0.366,5.4,13.5,0.4,4.1,10.2,0.399,1.4,3.9,0.355,1999,0.0,PG
2034,Steve Francis,12.6,21.6,0.585,3.2,8.8,0.364,3.2,7.9,0.411,5.4,13.1,0.414,4.0,9.6,0.418,1.1,3.4,0.313,1999,0.0,PG
2035,Steve Kerr,2.7,4.7,0.57,1.0,2.8,0.342,0.8,2.5,0.308,1.4,3.4,0.416,0.7,2.3,0.284,0.3,1.0,0.292,1999,0.0,PG
2036,Steve Nash,9.7,15.6,0.623,2.2,5.9,0.378,2.2,6.3,0.349,3.9,9.3,0.421,2.6,7.4,0.348,1.3,3.4,0.376,1999,0.0,PG
2037,Tariq Abdul-Wahad,8.6,15.3,0.5579999999999999,1.9,5.4,0.358,2.2,6.2,0.36,4.2,9.7,0.432,2.7,7.0,0.392,1.3,3.5,0.371,1999,0.0,SG
2038,Tariq Abdul-Wahad,8.6,15.3,0.5579999999999999,1.9,5.4,0.358,2.2,6.2,0.36,4.2,9.7,0.432,2.7,7.0,0.392,1.3,3.5,0.371,1999,0.0,SG
2039,Tariq Abdul-Wahad,8.6,15.3,0.5579999999999999,1.9,5.4,0.358,2.2,6.2,0.36,4.2,9.7,0.432,2.7,7.0,0.392,1.3,3.5,0.371,1999,0.0,SG
2040,Terrell Brandon,11.3,19.5,0.581,2.9,7.7,0.375,2.4,6.4,0.382,5.2,13.3,0.388,3.4,8.6,0.395,1.6,4.5,0.34600000000000003,1999,0.0,PG
2041,Terry Cummings,7.3,11.7,0.624,1.5,3.8,0.398,1.5,3.8,0.41,1.8,5.3,0.345,1.6,4.7,0.35,0.3,1.9,0.135,1999,0.0,PF
2042,Terry Mills,7.4,11.8,0.631,1.8,4.5,0.404,2.2,5.5,0.404,4.3,9.5,0.45,2.0,4.7,0.432,1.2,3.5,0.33799999999999997,1999,0.0,PF
2043,Terry Porter,6.2,11.5,0.541,2.0,5.4,0.359,1.7,5.4,0.321,3.3,8.7,0.381,2.3,6.4,0.366,0.8,2.7,0.29100000000000004,1999,0.0,PG
2044,Theo Ratliff,9.1,16.4,0.555,2.6,7.7,0.334,3.5,9.9,0.351,3.9,9.6,0.407,2.7,5.5,0.5,1.6,4.6,0.33799999999999997,1999,0.0,PF
2045,Thomas Hamilton,5.0,7.9,0.636,1.0,2.4,0.396,1.2,3.4,0.351,2.7,5.1,0.519,1.6,3.6,0.451,0.3,0.8,0.375,1999,0.0,C
2046,Tim Duncan,10.6,19.8,0.5379999999999999,3.5,9.4,0.374,3.3,9.6,0.343,5.6,14.4,0.388,3.8,9.5,0.397,1.2,4.0,0.309,1999,1.0,PF
2047,Tim Hardaway,9.0,16.6,0.545,2.4,7.0,0.344,3.2,8.2,0.388,3.8,9.7,0.394,3.3,9.2,0.358,1.5,3.7,0.39799999999999996,1999,0.0,PG
2048,Tim James,1.3,2.5,0.5,0.3,0.7,0.5,0.3,2.0,0.125,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.5,0.0,1999,0.0,SF
2049,Tim Legler,4.9,7.8,0.626,1.3,3.0,0.418,0.8,1.9,0.421,1.5,3.6,0.422,1.7,4.2,0.413,0.3,1.4,0.231,1999,0.0,SG
2050,Tim Thomas,8.4,14.4,0.584,1.7,4.5,0.388,2.1,5.7,0.375,3.3,8.2,0.406,2.6,6.1,0.417,1.7,4.6,0.36200000000000004,1999,0.0,SF
2051,Tim Young,2.0,2.9,0.6809999999999999,0.6,1.2,0.455,0.7,1.6,0.438,0.8,1.6,0.5,0.9,2.2,0.409,0.3,1.2,0.22699999999999998,1999,0.0,C
2052,Toby Bailey,2.7,5.2,0.527,0.8,2.1,0.392,1.0,2.6,0.372,1.3,3.5,0.385,1.4,3.6,0.396,0.4,1.5,0.289,1999,0.0,SG
2053,Todd Day,4.7,9.0,0.528,1.3,3.4,0.376,1.0,3.0,0.346,2.0,5.4,0.38,2.0,5.1,0.397,0.5,1.6,0.33299999999999996,1999,0.0,SG
2054,Todd Fuller,3.6,6.2,0.58,0.8,2.4,0.337,0.7,2.2,0.321,1.2,3.6,0.327,1.0,2.6,0.393,0.5,1.6,0.34700000000000003,1999,0.0,C
2055,Todd MacCulloch,2.8,4.9,0.562,0.9,2.7,0.341,1.0,2.9,0.333,1.0,3.2,0.324,0.7,1.9,0.38,0.9,2.5,0.35,1999,0.0,C
2056,Tom Gugliotta,10.1,17.2,0.59,2.6,6.5,0.407,2.6,7.2,0.359,4.3,11.9,0.362,3.4,9.5,0.361,1.0,3.4,0.28,1999,0.0,PF
2057,Tom Hammonds,2.4,3.9,0.605,0.7,2.1,0.33,0.6,1.4,0.455,1.1,3.1,0.368,0.6,2.0,0.322,0.6,1.6,0.392,1999,0.0,PF
2058,Toni Kukoc,10.2,17.0,0.601,2.8,7.2,0.382,2.6,7.3,0.35,3.3,8.7,0.382,3.2,7.6,0.417,1.6,4.6,0.35700000000000004,1999,0.0,SF
2059,Toni Kukoc,10.2,17.0,0.601,2.8,7.2,0.382,2.6,7.3,0.35,3.3,8.7,0.382,3.2,7.6,0.417,1.6,4.6,0.35700000000000004,1999,0.0,SF
2060,Toni Kukoc,10.2,17.0,0.601,2.8,7.2,0.382,2.6,7.3,0.35,3.3,8.7,0.382,3.2,7.6,0.417,1.6,4.6,0.35700000000000004,1999,0.0,SF
2061,Tony Battie,5.9,9.9,0.596,1.2,3.4,0.348,1.3,3.4,0.379,2.4,5.5,0.439,2.1,5.1,0.407,0.6,1.7,0.336,1999,0.0,C
2062,Tony Delk,4.9,7.6,0.6409999999999999,1.6,3.7,0.429,1.0,2.7,0.371,2.0,5.0,0.391,1.3,4.4,0.293,0.3,1.8,0.19399999999999998,1999,0.0,PG
2063,Tony Farmer,6.2,9.8,0.637,1.0,3.2,0.324,1.2,2.8,0.424,2.3,5.5,0.411,1.8,4.4,0.413,0.7,2.2,0.32899999999999996,1999,0.0,PF
2064,Tony Massenburg,4.8,7.5,0.64,0.5,2.2,0.227,0.7,2.5,0.28,1.4,4.2,0.342,1.4,3.5,0.4,0.5,0.7,0.75,1999,0.0,PF
2065,Tracy McGrady,10.6,18.5,0.5720000000000001,2.3,6.0,0.378,2.6,6.8,0.383,4.2,10.4,0.401,2.8,7.5,0.376,1.0,3.0,0.33799999999999997,1999,0.0,SF
2066,Tracy Murray,7.4,12.2,0.606,1.7,4.7,0.368,1.6,4.4,0.367,2.8,7.5,0.379,2.0,4.4,0.452,1.2,3.3,0.369,1999,0.0,SF
2067,Trajan Langdon,4.5,9.3,0.484,0.7,2.7,0.263,0.3,2.9,0.087,2.6,6.3,0.42,1.8,4.9,0.359,0.3,2.0,0.125,1999,0.0,SG
2068,Travis Best,5.9,10.2,0.573,2.1,5.3,0.387,2.0,4.8,0.411,2.4,6.3,0.384,1.6,4.3,0.371,0.8,2.6,0.318,1999,0.0,PG
2069,Travis Knight,2.1,3.6,0.573,0.5,1.8,0.304,0.5,1.4,0.333,0.9,2.2,0.403,0.6,1.7,0.352,0.4,1.5,0.29600000000000004,1999,0.0,C
2070,Troy Hudson,10.9,17.5,0.623,2.5,7.2,0.348,2.0,5.1,0.388,2.7,7.1,0.376,2.3,5.4,0.427,1.2,3.4,0.34700000000000003,1999,0.0,PG
2071,Tyrone Corbin,5.6,8.9,0.633,2.1,4.8,0.438,1.2,3.4,0.352,2.3,6.9,0.334,1.6,4.8,0.34,0.7,1.9,0.366,1999,0.0,SF
2072,Tyrone Hill,9.5,16.6,0.575,2.4,6.9,0.344,3.1,8.8,0.357,4.0,9.5,0.426,2.5,5.7,0.444,1.6,4.8,0.34,1999,0.0,PF
2073,Tyrone Nesby,12.7,20.3,0.622,2.9,8.0,0.366,2.5,6.4,0.394,4.0,9.5,0.423,2.7,6.0,0.442,1.8,4.6,0.39899999999999997,1999,0.0,SG
2074,Tyronn Lue,5.3,8.1,0.6459999999999999,0.9,3.3,0.269,1.6,5.4,0.302,2.9,6.0,0.479,1.5,3.8,0.4,1.3,4.7,0.28600000000000003,1999,0.0,PG
2075,Vernon Maxwell,7.5,12.3,0.611,1.9,4.7,0.398,1.5,3.9,0.378,3.0,7.4,0.399,1.9,5.4,0.354,1.2,3.2,0.361,1999,0.0,SG
2076,Vin Baker,12.4,20.8,0.599,3.0,7.8,0.382,2.5,6.5,0.386,5.5,13.1,0.417,3.2,9.1,0.355,1.9,5.5,0.34700000000000003,1999,0.0,C
2077,Vince Carter,12.3,21.3,0.58,3.2,7.7,0.416,3.6,8.9,0.41,5.1,13.0,0.392,3.5,9.5,0.372,1.1,3.5,0.332,1999,0.0,SF
2078,Vinny Del Negro,6.1,10.3,0.589,1.4,3.1,0.446,1.4,4.0,0.341,2.3,5.6,0.414,1.6,4.0,0.402,1.2,3.0,0.40299999999999997,1999,0.0,PG
2079,Vitaly Potapenko,8.0,13.1,0.614,1.5,4.2,0.365,1.7,4.6,0.378,3.1,7.4,0.424,2.6,6.2,0.412,0.7,2.1,0.35,1999,0.0,C
2080,Vlade Divac,9.1,15.3,0.596,3.4,8.7,0.392,2.8,6.8,0.417,5.0,12.4,0.403,3.5,9.2,0.379,0.8,2.4,0.34299999999999997,1999,0.0,C
2081,Vladimir Stepania,2.7,4.5,0.596,0.9,2.2,0.415,0.8,1.6,0.5,1.0,2.5,0.387,0.9,2.1,0.439,0.3,1.3,0.25,1999,0.0,C
2082,Vonteego Cummings,9.1,14.5,0.625,1.5,4.6,0.324,1.6,4.1,0.385,3.3,7.8,0.419,2.4,6.0,0.41,1.0,3.3,0.301,1999,0.0,PG
2083,Voshon Lenard,6.9,13.5,0.51,2.0,5.7,0.347,2.4,6.6,0.364,3.7,9.1,0.402,3.0,8.0,0.376,1.2,3.0,0.391,1999,0.0,SG
2084,Wally Szczerbiak,9.5,16.1,0.589,2.6,6.6,0.396,2.1,5.5,0.385,3.9,10.3,0.385,2.7,6.7,0.409,1.4,3.9,0.35,1999,0.0,SF
2085,Walt Williams,8.1,13.8,0.5920000000000001,2.3,6.2,0.366,2.4,6.0,0.405,4.0,9.7,0.417,2.6,6.3,0.402,0.6,2.0,0.317,1999,0.0,SF
2086,Walter McCarty,4.5,7.9,0.578,1.0,2.4,0.411,0.9,2.6,0.358,2.1,5.0,0.41,1.6,4.1,0.391,0.6,1.7,0.381,1999,0.0,PF
2087,Wayne Turner,3.3,6.0,0.556,0.7,3.0,0.222,1.0,3.3,0.3,1.7,3.0,0.556,1.7,4.7,0.357,1.0,2.5,0.4,1999,0.0,PG
2088,Wesley Person,8.4,14.3,0.59,1.5,4.5,0.334,2.1,5.7,0.367,3.9,9.3,0.418,3.1,7.4,0.414,0.8,2.8,0.298,1999,0.0,SG
2089,Will Perdue,5.2,9.1,0.57,1.1,2.7,0.41,1.2,3.0,0.398,2.1,5.3,0.393,1.7,3.7,0.458,0.7,2.2,0.32,1999,0.0,C
2090,William Avery,2.6,4.4,0.602,0.7,1.8,0.404,0.7,1.8,0.39,1.4,3.5,0.397,1.0,2.3,0.427,0.5,1.4,0.36200000000000004,1999,0.0,PG
2091,Zan Tabak,2.1,4.1,0.521,0.9,1.9,0.462,0.7,2.2,0.308,1.0,2.5,0.4,0.7,1.8,0.393,0.1,0.9,0.083,1999,0.0,C
2092,A.C. Green,4.9,7.8,0.63,1.3,3.5,0.363,1.4,3.8,0.369,1.8,5.3,0.345,1.4,4.7,0.293,0.6,2.2,0.276,2000,0.0,PF
2093,A.J. Guyton,6.6,9.7,0.682,1.1,3.3,0.324,1.2,3.4,0.357,3.1,6.7,0.463,2.1,4.9,0.425,0.9,3.3,0.258,2000,0.0,PG
2094,Aaron McKie,8.6,14.6,0.593,2.7,7.0,0.381,2.5,8.1,0.31,4.1,10.1,0.408,2.6,6.3,0.413,1.8,6.2,0.297,2000,0.0,SG
2095,Aaron Williams,8.5,14.5,0.5870000000000001,1.8,5.0,0.36,1.9,4.5,0.412,4.3,9.5,0.448,2.9,7.4,0.39299999999999996,1.5,3.8,0.379,2000,0.0,PF
2096,Adam Keefe,4.1,7.1,0.5820000000000001,0.9,2.4,0.38,1.0,2.5,0.392,1.9,4.7,0.406,1.6,3.5,0.445,0.7,2.0,0.371,2000,0.0,PF
2097,Adonal Foyle,9.3,16.3,0.574,2.1,5.6,0.384,1.7,4.1,0.405,3.7,8.8,0.417,2.6,6.3,0.408,0.9,2.9,0.313,2000,0.0,C
2098,Adrian Griffin,2.7,4.3,0.633,0.5,1.3,0.354,0.7,2.1,0.338,1.4,3.3,0.409,0.7,1.9,0.37799999999999995,0.4,1.4,0.292,2000,0.0,SF
2099,Al Harrington,6.5,12.4,0.521,1.9,5.2,0.361,2.0,4.9,0.412,3.6,9.0,0.403,2.4,6.6,0.358,1.1,3.0,0.35,2000,0.0,PF
2100,Alan Henderson,7.9,13.1,0.605,1.7,4.9,0.34,2.4,6.2,0.381,3.5,8.3,0.422,2.1,5.1,0.401,1.2,3.1,0.384,2000,0.0,PF
2101,Allan Houston,9.2,15.9,0.581,2.4,7.1,0.345,2.8,7.8,0.357,4.2,11.5,0.368,4.1,10.7,0.38299999999999995,1.4,4.4,0.317,2000,0.0,SG
2102,Allen Iverson,12.5,20.9,0.6,3.5,9.8,0.359,3.2,10.8,0.295,5.9,14.5,0.406,3.3,7.5,0.433,2.3,7.7,0.299,2000,0.0,SG
2103,Alonzo Mourning,5.1,10.6,0.478,1.2,3.5,0.348,2.3,5.2,0.441,3.4,8.0,0.423,2.7,8.8,0.307,1.1,2.9,0.371,2000,0.0,C
2104,Alvin Williams,9.6,16.6,0.5820000000000001,2.5,6.3,0.391,2.0,5.7,0.348,4.0,10.2,0.388,2.8,6.8,0.406,1.1,3.4,0.336,2000,0.0,SG
2105,Andre Miller,10.7,19.0,0.565,2.0,6.4,0.313,2.7,7.0,0.382,5.1,12.6,0.407,3.7,9.4,0.391,1.5,4.0,0.373,2000,0.0,PG
2106,Andrew DeClercq,3.6,7.0,0.518,1.0,2.7,0.348,1.4,3.4,0.414,2.0,5.3,0.385,1.3,2.8,0.447,0.5,1.4,0.38,2000,0.0,C
2107,Andy Panko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2000,0.0,SF
